code,description
368561000119102,Hyperosmolarity due to type 1 diabetes mellitus (disorder)
421165007,Diabetic oculopathy associated with type I diabetes mellitus (disorder)
421305000,Persistent microalbuminuria due to type 1 diabetes mellitus (disorder)
421437000,Hypoglycemic coma due to type 1 diabetes mellitus (disorder)
426907004,Small vessel disease due to type 1 diabetes mellitus (disorder)
427571000,Lumbosacral radiculoplexus neuropathy due to type 1 diabetes mellitus (disorder)
428896009,Hyperosmolality due to uncontrolled type 1 diabetes mellitus (disorder)
609566000,Pregnancy and type 1 diabetes mellitus (disorder)
60961000119107,Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus (disorder)
60971000119101,Proliferative retinopathy due to type 1 diabetes mellitus (disorder)
60991000119100,Blindness due to type 1 diabetes mellitus (disorder)
691000119103,Erectile dysfunction due to type 1 diabetes mellitus (disorder)
706891008,Neuropathy due to unstable diabetes mellitus type 1 (disorder)
706894000,Retinopathy due to unstable diabetes mellitus type 1 (disorder)
712882000,Autonomic neuropathy due to type 1 diabetes mellitus (disorder)
71701000119105,Hypertension in chronic kidney disease due to type 1 diabetes mellitus (disorder)
71721000119101,Nephrotic syndrome due to type 1 diabetes mellitus (disorder)
71791000119104,Peripheral neuropathy due to type 1 diabetes mellitus (disorder)
72021000119109,Dermopathy due to type 1 diabetes mellitus (disorder)
72031000119107,Severe malnutrition due to type 1 diabetes mellitus (disorder)
72041000119103,Osteomyelitis due to type 1 diabetes mellitus (disorder)
721283000,Acidosis due to type 1 diabetes mellitus (disorder)
72141000119104,Chronic ulcer of skin due to type 1 diabetes mellitus (disorder)
789542009,Neuropathy due to type 1 diabetes mellitus (disorder)
789571005,Ulcer of heel due to type 1 diabetes mellitus (disorder)
789572003,Ulcer of midfoot due to type 1 diabetes mellitus (disorder)
82571000119107,Traction detachment of retina due to type 1 diabetes mellitus (disorder)
82581000119105,Rubeosis iridis due to type 1 diabetes mellitus (disorder)
84371000119108,Hypoglycemia due to type 1 diabetes mellitus (disorder)
87471000119106,Ulcer of ankle due to type 1 diabetes mellitus (disorder)
87481000119109,Heel AND/OR midfoot ulcer due to type 1 diabetes mellitus (disorder)
87491000119107,Ulcer of forefoot due to type 1 diabetes mellitus (disorder)
90721000119101,Chronic kidney disease stage 1 due to type 1 diabetes mellitus (disorder)
90731000119103,Chronic kidney disease stage 2 due to type 1 diabetes mellitus (disorder)
90741000119107,Chronic kidney disease stage 3 due to type 1 diabetes mellitus (disorder)
90751000119109,Chronic kidney disease stage 4 due to type 1 diabetes mellitus (disorder)
90761000119106,Chronic kidney disease stage 5 due to type 1 diabetes mellitus (disorder)
90771000119100,End stage renal disease on dialysis due to type 1 diabetes mellitus (disorder)
96441000119101,Chronic kidney disease due to type 1 diabetes mellitus (disorder)
110181000119105,Peripheral sensory neuropathy due to type 2 diabetes mellitus (disorder)
140381000119104,Neuropathic ulcer of toe due to type 2 diabetes mellitus (disorder)
140391000119101,Ulcer of toe due to type 2 diabetes mellitus (disorder)
140521000119107,Ischemic ulcer of foot due to type 2 diabetes mellitus (disorder)
1491000119102,Vitreous hemorrhage due to type 2 diabetes mellitus (disorder)
1511000119107,Peripheral neuropathy due to type 2 diabetes mellitus (disorder)
157141000119108,Proteinuria due to type 2 diabetes mellitus (disorder)
190331003,Hyperosmolar coma due to type 2 diabetes mellitus (disorder)
190388001,Multiple complications due to type 2 diabetes mellitus (disorder)
190389009,Type II diabetes mellitus with ulcer (disorder)
199230006,Pre-existing type 2 diabetes mellitus (disorder)
237599002,Insulin treated type 2 diabetes mellitus (disorder)
237627000,Pregnancy and type 2 diabetes mellitus (disorder)
24471000000103,Type 2 diabetic on insulin (finding)
24481000000101,Type 2 diabetic on diet only (finding)
279321000000104,Diabetes type 2 review (regime/therapy)
313436004,Type II diabetes mellitus without complication (disorder)
314902007,Peripheral angiopathy due to type 2 diabetes mellitus (disorder)
314903002,Arthropathy due to type 2 diabetes mellitus (disorder)
314904008,Type II diabetes mellitus with neuropathic arthropathy (disorder)
395204000,Hyperosmolar non-ketotic state due to type 2 diabetes mellitus (disorder)
420279001,Renal disorder due to type 2 diabetes mellitus (disorder)
420436000,Mononeuropathy due to type 2 diabetes mellitus (disorder)
420715001,Persistent microalbuminuria due to type 2 diabetes mellitus (disorder)
420756003,Cataract of eye due to diabetes mellitus type 2 (disorder)
421326000,Disorder of nervous system due to type 2 diabetes mellitus (disorder)
421631007,Gangrene due to type 2 diabetes mellitus (disorder)
421750000,Ketoacidosis due to type 2 diabetes mellitus (disorder)
421779007,Exudative maculopathy due to type 2 diabetes mellitus (disorder)
421847006,Ketoacidotic coma due to type 2 diabetes mellitus (disorder)
421986006,Persistent proteinuria due to type 2 diabetes mellitus (disorder)
422014003,Disorder due to type 2 diabetes mellitus (disorder)
422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
422099009,Disorder of eye due to type 2 diabetes mellitus (disorder)
422166005,Peripheral circulatory disorder due to type 2 diabetes mellitus (disorder)
44054006,Diabetes mellitus type 2 (disorder)
443694000,Type II diabetes mellitus uncontrolled (finding)
445353002,Brittle type II diabetes mellitus (finding)
472969004,History of diabetes mellitus type 2 (situation)
532411000000102,Diabetes mellitus adult onset with no mention of complication (disorder)
703138006,Type II diabetes mellitus in remission (disorder)
713703005,Gastroparesis due to type 2 diabetes mellitus (disorder)
713706002,Polyneuropathy due to type 2 diabetes mellitus (disorder)
719216001,Hypoglycemic coma due to type 2 diabetes mellitus (disorder)
731000119105,Chronic kidney disease stage 3 due to type 2 diabetes mellitus (disorder)
754121000000107,Type II diabetic dietary review (regime/therapy)
761000119102,Dyslipidemia due to type 2 diabetes mellitus (disorder)
791000119109,Angina due to type 2 diabetes mellitus (disorder)
81531005,Diabetes mellitus type 2 in obese (disorder)
87451000119102,Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus (disorder)
164971000119101,Type 2 diabetes mellitus controlled by diet (finding)
359642000,Diabetes mellitus type 2 in nonobese (disorder)
444110003,Type II diabetes mellitus well controlled (finding)
609567009,Pre-existing type 2 diabetes mellitus in pregnancy (disorder)
769220000,Macular edema due to type 2 diabetes mellitus (disorder)
1003605004,Glaucoma suspect due to diabetes mellitus type 2 (disorder)
102621000119101,Ulcer of skin due to type 2 diabetes mellitus (disorder)
104961000119108,Ischemia of retina due to type 2 diabetes mellitus (disorder)
10656271000119102,Ulcer of skin of toe due to type 2 diabetes mellitus (disorder)
10661671000119102,Ulcer of right foot due to type 2 diabetes mellitus (disorder)
108781000119105,Neuropathic ulcer of midfoot AND/OR heel due to type 2 diabetes mellitus (disorder)
108791000119108,Suspected glaucoma due to type 2 diabetes mellitus (situation)
110171000119107,Ulcer of lower limb due to type 2 diabetes mellitus (disorder)
111231000119109,Dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus (disorder)
119831000119106,Hypoglycemia unawareness due to type 2 diabetes mellitus (disorder)
120731000119103,Hypoglycemia due to type 2 diabetes mellitus (disorder)
12811000119100,Complication due to diabetes mellitus type 2 (disorder)
137931000119102,Hyperlipidemia due to type 2 diabetes mellitus (disorder)
138911000119106,Mild nonproliferative retinopathy due to type 2 diabetes mellitus (disorder)
138921000119104,Moderate nonproliferative retinopathy due to type 2 diabetes mellitus (disorder)
140101000119109,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus (disorder)
140111000119107,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus (disorder)
140121000119100,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus (disorder)
140131000119102,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus (disorder)
140531000119105,Neuropathic ulcer of foot due to type 2 diabetes mellitus (disorder)
1481000119100,Diabetes mellitus type 2 without retinopathy (disorder)
1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder)
1521000119100,Ulcer of foot due to type 2 diabetes mellitus (disorder)
1531000119102,Dermopathy due to type 2 diabetes mellitus (disorder)
1551000119108,Nonproliferative retinopathy due to type 2 diabetes mellitus (disorder)
15936501000119100,Inflammatory dermatosis due to type 2 diabetes mellitus (disorder)
16745051000119107,Nonproliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder)
16745131000119100,Nonproliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder)
16745531000119108,Mild nonproliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder)
16745651000119101,Mild nonproliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder)
16745931000119102,Mild nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder)
16746131000119105,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder)
16746261000119108,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder)
16746341000119103,Moderate nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder)
16746901000119101,Severe nonproliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder)
16747021000119109,Severe nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder)
16747141000119104,Severe nonproliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder)
16747661000119109,Nonproliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder)
16747901000119104,Proliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder)
16748141000119100,Proliferative retinopathy of bilateral eyes due to diabetes mellitus type 2 (disorder)
16749661000119102,Proliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder)
16891151000119103,Coronary artery disease due to type 2 diabetes mellitus (disorder)
190390000,Type II diabetes mellitus with gangrene (disorder)
201000119106,Disorder due to well controlled type 2 diabetes mellitus (disorder)
28331000119107,Retinal edema due to type 2 diabetes mellitus (disorder)
368051000119109,Hyperglycemia due to type 2 diabetes mellitus (disorder)
368581000119106,Neuropathy due to type 2 diabetes mellitus (disorder)
368591000119109,Cheiroarthropathy due to diabetes mellitus type 2 (disorder)
41911000119107,Glaucoma due to type 2 diabetes mellitus (disorder)
427027005,Lumbosacral radiculoplexus neuropathy due to type 2 diabetes mellitus (disorder)
427134009,Small vessel disease due to type 2 diabetes mellitus (disorder)
428007007,Erectile dysfunction due to type 2 diabetes mellitus (disorder)
60951000119105,Blindness due to type 2 diabetes mellitus (disorder)
701000119103,Mixed hyperlipidemia due to type 2 diabetes mellitus (disorder)
711000119100,Chronic kidney disease stage 5 due to type 2 diabetes mellitus (disorder)
712883005,Autonomic neuropathy due to type 2 diabetes mellitus (disorder)
71421000119105,Hypertension in chronic kidney disease due to type 2 diabetes mellitus (disorder)
71441000119104,Nephrotic syndrome due to type 2 diabetes mellitus (disorder)
72051000119101,Severe malnutrition due to type 2 diabetes mellitus (disorder)
72061000119104,Osteomyelitis due to type 2 diabetes mellitus (disorder)
721000119107,Chronic kidney disease stage 4 due to type 2 diabetes mellitus (disorder)
721284006,Acidosis due to type 2 diabetes mellitus (disorder)
741000119101,Chronic kidney disease stage 2 due to type 2 diabetes mellitus (disorder)
751000119104,Chronic kidney disease stage 1 due to type 2 diabetes mellitus (disorder)
771000119108,Chronic kidney disease due to type 2 diabetes mellitus (disorder)
781000119106,Neuropathic arthropathy due to type 2 diabetes mellitus (disorder)
789567007,Ulcer of heel due to type 2 diabetes mellitus (disorder)
789569005,Neuropathic ulcer of heel due to type 2 diabetes mellitus (disorder)
789570006,Neuropathic ulcer of midfoot due to type 2 diabetes mellitus (disorder)
82541000119100,Traction detachment of retina due to type 2 diabetes mellitus (disorder)
82551000119103,Rubeosis iridis due to type 2 diabetes mellitus (disorder)
84361000119102,Insulin reactive hypoglycemia due to type 2 diabetes mellitus (disorder)
87441000119104,Ulcer of ankle due to type 2 diabetes mellitus (disorder)
87461000119100,Ulcer of forefoot due to type 2 diabetes mellitus (disorder)
87921000119104,Cranial nerve palsy due to type 2 diabetes mellitus (disorder)
90781000119102,Microalbuminuria due to type 2 diabetes mellitus (disorder)
90791000119104,End stage renal disease on dialysis due to type 2 diabetes mellitus (disorder)
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder)
97341000119105,Proliferative retinopathy with retinal edema due to type 2 diabetes mellitus (disorder)
97621000119107,Stasis ulcer due to type 2 diabetes mellitus (disorder)
9859006,Acanthosis nigricans due to type 2 diabetes mellitus (disorder)
127991000119101,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus (disorder)
